time,time,dsdx_hf,dsdx_depavg,dsdx_model,dsdx_polaris,SMB_dsdz_highfreq,DMB_dsdz_highfreq,u_tidal_DMB,u_tidal_SMB,tidal_range_RWC_m,tidal_range_GG_m,SMB_Kd,DMB_Kd,sta32_Chla_mg_m3,sta32_Chla_calculated_mg_m3,sta32_DO_percsat,sta32_SPM_mg_L,sta32_sal_PSU,sta32_temp_degC,sta32_dsdz,sta32_Chla_comb_mg_m3,sta32_Kd_comb,sta32_Kd_depth_m,sta27_Chla_mg_m3,sta27_Chla_calculated_mg_m3,sta27_DO_percsat,sta27_SPM_mg_L,sta27_sal_PSU,sta27_temp_degC,sta27_dsdz,sta27_Chla_comb_mg_m3,sta27_Kd_comb,sta27_Kd_depth_m,DMB_SFEI_Chla_RFU,DMB_SFEI_Chla_microgL,DMB_SFEI_DO_percsat,DMB_SFEI_DO_mg_L,DMB_SFEI_Sal_PSU,SMB_SFEI_Chla_RFU,SMB_SFEI_Chla_microgL,SMB_SFEI_DO_percsat,SMB_SFEI_DO_mg_L,SMB_SFEI_Sal_PSU,DMB_lower_SpCond_uS_cm,DMB_upper_SpCond_uS_cm,SMB_lower_SpCond_uS_cm,SMB_upper_SpCond_uS_cm,UC_precip_mm,UC_solrad_w_sqm,UC_avg_wind_speed_m_sec,FRE_precip_mm,FRE_solrad_w_sqm,FRE_avg_wind_speed_m_sec,SJ_precip_mm,SJ_solrad_w_sqm,SJ_avg_wind_speed_m_sec,PSP_precip_mm,PSP_solrad_w_sqm,PSP_avg_wind_speed_m_sec,Moff_precip_mm,GUAD_discharge_cfs,COY_discharge_cfs,ALA_flood_channel_discharge_cfs,ALA_creek_discharge_cfs,Delta_discharge_cfs,sta27_tidal_vel
7/31/2014,7/31/2014,0.005768065,,-0.0154985,,-0.01242254,0.041310681,0.650401,0.696058,2.063,1.356,2.678058912,3.689730541,,,,,,,,,,,,,,,,,,,,,1.452940637,5.711969462,91.73305743,6.495269829,32.43601281,1.940355242,7.74155644,89.49053716,6.357303248,32.50173851,49802.22222,49547.36842,49681.91489,49498.95833,0,303,1.6,,,,,,,0,298,1.7,0,7.8,4.98,0,25,8400,
8/1/2014,8/1/2014,0.00707583,,-0.017187417,,-0.014175894,-0.008339344,0.641912,0.662803,1.939,1.272,2.614812837,3.416789862,,,,,,,,,,,,,,,,,,,,,1.667746074,6.571191358,93.84874254,6.638366246,32.42253442,1.866214576,7.444993685,89.29448698,6.361554046,32.50552631,49439.3617,49540.625,49682.97872,49485.41667,0,306,1.6,,,,,,,0,315,1.7,0,7.62,4.19,0,23.6,8040,
8/2/2014,8/2/2014,0.008236237,,-0.018110542,,-0.011677892,-0.003452831,0.622588,0.635486,1.816,1.154,2.643942819,3.414526415,,,,,,,,,,,,,,,,,,,,,1.746730796,6.887129903,94.6956596,6.721081564,32.39693489,1.7835095,7.114173283,88.78438573,6.345560051,32.53988828,49500,49509.375,49710.6383,49556.25,0,285,2.2,,,,,,,0,287,1.7,0,7.66,3.75,0,25.3,7940,
8/3/2014,8/3/2014,0.014627409,,-0.019227125,,-0.012815441,-0.009028323,0.589424,0.630144,1.793,1.149,2.642685613,3.275095002,,,,,,,,,,,,,,,,,,,,,1.736399333,6.845804237,94.67172167,6.76148098,32.43452602,1.722723542,6.871029625,89.52176095,6.419626075,32.57807242,49408.42105,49534.375,49800,49610.41667,0,242,2.3,,,,,,,0,245,2.2,0,7.48,3.6,0,25.6,7820,
8/4/2014,8/4/2014,0.014958147,-0.022783,-0.020160917,-0.022727273,-0.015964789,-0.008364163,0.617595,0.641671,1.918,1.297,2.505566256,3.006671874,7.8,7.6,91,20.1,32.94,22.55,-0.00125,7.8,1.64,1,3.9,4,89,28.7,32.53,22.21,0,3.9,1.98,1,1.415461917,5.562054823,93.71864632,6.752482266,32.53610181,1.828802053,7.295343362,91.76147643,6.586147563,32.61426232,49495.4023,49648.95833,49893.68421,49637.5,0,224,2,,,,,,,0,224,2.1,0,7.46,3.7,0,25,8250,0.0401732
8/5/2014,8/5/2014,0.015606849,,-0.020948458,,-0.020026591,-0.014486043,0.610344,0.684085,2.101,1.491,2.679585971,3.451126287,,,,,,,,,,,,,,,,,,,,,1.133414753,4.433865796,92.93305449,6.696876424,32.50715323,1.635891935,6.523703087,90.5356182,6.504626354,32.59626988,49588.04348,49613.54167,49915.05376,49598.95833,0,219,1.6,,,,,,,0,101,1.2,0,7.39,3.76,0,26.6,8900,
8/6/2014,8/6/2014,0.019722129,,-0.021672708,,-0.023938074,0.01970044,0.724034,0.759398,2.383,1.723,3.07319826,3.497095089,,,,,,,,,,,,,,,,,,,,,1.025844742,4.003585968,92.2754894,6.623585083,32.38901924,1.650820305,6.583416663,90.48906841,6.51311977,32.55357588,49772.52747,49470.52632,49871.2766,49563.54167,0.51,264,1.7,,,,,,,0,251,1.7,0,7.12,3.73,0,27,8760,
8/7/2014,8/7/2014,0.019305011,,-0.021653208,,-0.016111874,0.04494,0.765353,0.856489,2.662,1.937,2.867259557,3.933545718,,,,,,,,,,,,,,,,,,,,,1.038704437,4.055024667,92.26384962,6.597728746,32.4135701,1.668614774,6.654594731,89.60743976,6.449280743,32.50833429,49896.73913,49514.58333,49928.125,49712.5,0,257,1.7,,,,,,,0,269,2.3,0,6.84,3.82,0,26.3,9150,
8/8/2014,8/8/2014,0.023931417,,-0.019422125,,-0.016391083,0.062012209,0.839807,0.953816,2.941,2.17,3.466764218,5.227740615,,,,,,,,,,,,,,,,,,,,,1.087573315,4.250500292,90.35290597,6.466522968,32.34523197,1.680241785,6.701102591,89.17812865,6.430462722,32.37804725,50060.43956,49395.83333,49963.54167,49719.79167,0,279,1.3,,,,,,,0,273,2.3,0,6.82,3.96,0,27.1,9950,
8/9/2014,8/9/2014,0.033286,,-0.018954458,,-0.023496489,0.082104322,0.913523,1.025257,3.177,2.333,3.604383365,6.517790957,,,,,,,,,,,,,,,,,,,,,1.12686213,4.407655576,88.84579436,6.379766976,32.34309489,1.672636387,6.670681108,88.18049901,6.376479193,32.20454711,50121.11111,49383.33333,50068.47826,49725,0,276,2.2,,,,,,,0,296,2.1,0,6.95,3.38,0,27.1,10000,
8/10/2014,8/10/2014,0.029303967,,-0.020417,,-0.023576989,0.093408933,0.917585,1.083696,3.258,2.371,3.617598932,7.663158072,,,,,,,,,,,,,,,,,,,,,1.325511045,5.202250978,88.36788194,6.384342646,32.42584418,1.831744188,7.307111813,87.90382731,6.378384695,31.99605131,,49513.82979,50120,49764.58333,0,245,1.8,,,,,,,0,255,2.3,0,6.81,3.07,0,25.6,10000,
8/11/2014,8/11/2014,0.029288097,,-0.021539708,,-0.024518376,,0.919723,1.114916,3.208,2.299,3.624735948,8.056280035,,,,,,,,,,,,,,,,,,,,,1.103281443,4.275574241,83.50447679,5.980514761,32.98901064,1.892905624,7.551757828,86.71121879,6.29684864,31.75946604,,,50116.12903,49795.83333,0,279,1.7,,,,,,,0,288,1.9,0,6.67,3.19,0,26,9490,
8/12/2014,8/12/2014,,0.001367,-0.023014583,0.001662971,-0.018679742,,0.904248,1.104713,3.003,2.15,4.239432204,7.668298165,3.8,3.8,83,,32.78,22.4,-0.00125,3.8,,,3.8,3.9,86,85,32.81,22.08,,3.8,4.25,1,1.027117833,3.940884562,83.34329899,5.963287246,33.1000825,1.696201105,6.851456465,85.49656233,6.173708684,32.58370396,,49691.48936,,,0,258,1.9,,,,,,,0,226,2.1,0,6.9,3.07,0,24.2,8860,
8/13/2014,8/13/2014,0.01856955,,-0.024528667,,-0.02541365,,0.88798,1.028307,2.736,1.885,4.370364884,8.25687686,,,,,,,,,,,,,,,,,,,,,1.011417163,3.878081837,85.29804312,6.106047191,33.09852534,1.348083387,5.545502387,85.80256233,6.149267771,33.80594722,,49759.375,50168.18182,49825,0,276,1.9,,,,,,,0,232,1.6,0,6.64,3.08,0,24.2,8540,
8/14/2014,8/14/2014,0.019551461,,-0.026296708,,-0.021977775,,0.86383,0.948223,2.608,1.708,4.483185902,8.810274855,,,,,,,,,,,,,,,,,,,,,1.06011166,4.072859755,86.62899382,6.197529331,33.15398399,1.354161645,5.569815247,86.16854506,6.168903383,33.84188526,,49812.5,50201.11111,49905.20833,0,276,1.6,,,,,,,0,281,2.2,0,6.74,3.14,0,24.7,8840,
8/15/2014,8/15/2014,0.026211815,,-0.028108375,,-0.022185174,,0.8335,0.922919,2.339,1.543,3.282007704,5.636101041,,,,,,,,,,,,,,,,,,,,,0.967360074,3.701853606,87.1992494,6.24515568,33.24832543,1.38461183,5.69161583,86.90132612,6.19933936,34.07271374,,49702.08333,50269.56522,49935.41667,0,283,1.7,,,,,,,0,284,1.6,0,6.88,3.07,0,24.4,8480,
8/16/2014,8/16/2014,0.030867946,,-0.030101292,,-0.024377796,,0.713215,0.865892,2.293,1.487,3.216044263,5.029558824,,,,,,,,,,,,,,,,,,,,,0.949345293,3.629794283,88.06077624,6.302690372,33.30130451,1.452966138,5.965033117,88.13847194,6.282291055,33.94651054,,49716.66667,50297.89474,49945.83333,0,279,1.7,,,,,,,0,291,1.6,0,6.24,2.93,0,25.3,8110,
8/17/2014,8/17/2014,0.027564368,,-0.032068167,,-0.020667989,,0.677056,0.801297,2.251,1.529,3.017853215,4.257195186,,,,,,,,,,,,,,,,,,,,,1.01066713,3.875081674,90.60892003,6.476599434,33.34144422,1.437578946,5.903484559,88.52408987,6.325885229,33.81900658,,49777.08333,50249.47368,49979.16667,0,266,1.7,,,,,,,0,285,1.7,0,6.55,3.22,0,25,7980,
8/18/2014,8/18/2014,0.024091108,,-0.034160875,,-0.017960117,,0.663198,0.751587,2.276,1.571,2.955281941,3.677600116,,,,,,,,,,,,,,,,,,,,,1.073861923,4.127861011,93.51991648,6.673003029,33.39631775,1.418170044,5.825848856,88.85840223,6.35891527,,,49882.97872,50276.84211,50036.45833,0,250,2.1,,,,,,,0,275,1.8,0,6.62,3.32,0,24.2,7790,
8/19/2014,8/19/2014,0.019792444,,-0.035315458,,-0.017622648,,0.741076,0.730817,2.264,1.628,3.047115546,3.999863365,,,,,,,,,,,,,,,,,,,,,1.041070548,3.996695516,94.56211739,6.77890746,33.41018543,1.420214421,5.834026474,89.60782741,6.418514481,,,49886.45833,50297.8022,50042.3913,0,222,1.7,,,,,,,0.1,232,2.3,0,6.44,3.33,0,24.5,7720,
8/20/2014,8/20/2014,0.020185291,,-0.035727583,,-0.016757279,,0.69154,0.740499,2.344,1.668,3.058239713,3.792055988,,,,,,,,,,,,,,,,,,,,,0.960996462,3.676399022,93.76520312,6.705646114,32.98372907,1.462670713,6.003851415,90.05588176,6.456499657,,,49892.70833,50294.18605,50092.3913,0,263,1.8,,,,,,,0,201,2.5,0,6.91,3.43,0,24.4,7890,
8/21/2014,8/21/2014,0.018126914,,-0.035145833,,-0.014433849,,0.730843,0.769198,2.387,1.726,3.170620605,3.826293099,,,,,,,,,,,,,,,,,,,,,0.956774641,3.659511674,95.28424733,6.772925605,33.42010208,1.526229379,6.258085947,91.16529456,6.527185247,,,49969.79167,50300,50084.375,0,267,1.6,,,,,,,0,270,1.9,0,7.09,3.68,0,24.6,8120,
8/22/2014,8/22/2014,0.014693556,,-0.035105583,,-0.015461489,,0.683527,0.795986,2.436,1.714,3.154720844,3.995769836,,,,,,,,,,,,,,,,,,,,,1.025212923,3.933264758,94.78059388,6.6998773,33.41147389,1.593053421,6.525382326,91.49967267,6.527664275,,,50029.78723,50347.61905,50110.41667,0,274,1.7,,,,,,,0,287,2.6,0,7.36,3.38,0,19.7,7640,
8/23/2014,8/23/2014,0.014438316,,-0.035276125,,-0.01302341,,0.742023,0.796758,2.432,1.714,3.074030235,3.602516309,,,,,,,,,,,,,,,,,,,,,1.052003337,4.040426337,93.45909976,6.600312555,33.40495665,1.61737772,6.622679516,91.04526914,6.485857997,,,50003.26087,50320.22472,50169.79167,0,278,1.6,,,,,,,0,277,2.2,0,6.77,3.64,0,7.73,8350,
8/24/2014,8/24/2014,0.014722812,,-0.0356475,,-0.011923,,0.74583,0.804201,2.426,1.724,2.967965798,3.647586619,,,,,,,,,,,,,,,,,,,,,1.017380634,3.901935516,92.0848088,6.509538347,33.37954719,1.880975935,7.677072624,90.1553216,6.417339003,,,50075,50350,50200,0,254,1.8,,,,,,,0,263,1.7,0,6.84,3.86,0,25.2,7860,
8/25/2014,8/25/2014,0.00794001,,-0.036133708,,-0.008244385,,0.707289,0.78995,2.383,1.636,2.983881557,3.574395973,,,,,,,,,,,,,,,,,,,,,1.046976011,4.020317418,90.75918809,6.435618532,33.33120546,2.318794204,9.428345742,89.76456429,6.388963054,,,50317.70833,50415.625,50322.91667,0,196,1.6,,,,,,,0,195,2.3,0,7.26,3.65,0,24.5,8080,
8/26/2014,8/26/2014,-0.003482083,,-0.036118917,,-0.003387531,,,0.779802,2.306,1.539,2.956668132,3.506737165,,,,,,,,,,,,,,,,,,,,,1.113001065,4.284417215,90.25748565,6.427132814,33.22379976,3.121920274,12.64084958,88.93692253,6.324180781,,,50526.04167,50445.83333,50400,0,262,1.5,,,,,,,0,282,1.6,0,6.86,3.71,0,25.7,8370,
8/27/2014,8/27/2014,-0.001009865,,-0.036781958,,-0.007691154,,,0.770252,2.142,1.431,3.009244541,3.2159192,,,,,,,,,,,,,,,,,,,,,1.218156703,4.705040088,91.7275224,6.538939434,33.283701,2.892435758,11.72291162,89.41078229,6.353435449,,,50532.29167,50538.29787,50360.49383,0,261,1.6,,,,,,,0,281,1.3,0,6.47,3.32,0,25.2,8460,
8/28/2014,8/28/2014,-0.003183691,,-0.0382515,,-0.01380606,,,0.744158,2.044,1.302,2.953506682,3.081337993,,,,,,,,,,,,,,,,,,,,,1.311261978,5.077461066,93.19015269,6.648395933,,2.912209194,11.80200557,90.20602666,6.407190537,,,50664.58333,50586.45833,50403.125,0,251,1.5,,,,,,,0,264,1.5,0,6.87,3.31,0,24.6,8430,
8/29/2014,8/29/2014,-0.006109185,,-0.039274833,,-0.01160613,,,0.740556,1.992,1.204,2.896523352,3.103975018,,,,,,,,,,,,,,,,,,,,,1.236715067,4.779273494,92.16415871,6.574482857,,2.683135989,10.88571273,90.0853122,6.410660735,,,50701.04167,50562.22222,50381.25,0,197,1.4,,,,,,,0,218,1.6,0,6.82,3.27,0,24.3,8690,
8/30/2014,8/30/2014,-0.007511151,,-0.04030925,,-0.014445796,,,0.716886,1.944,1.25,2.935630561,3.254153469,,,,,,,,,,,,,,,,,,,,,1.225902478,4.736023033,92.88096562,6.631256787,,2.202581596,8.963495112,90.51556321,6.439135364,,,50685.41667,50595.78947,50381.25,0,266,1.3,,,,,,,0,284,1.8,0,6.63,3.4,0,24.4,9080,
8/31/2014,8/31/2014,0.002145021,,-0.041222,,-0.020384426,,,0.715495,1.941,1.28,2.988158858,3.296093453,,,,,,,,,,,,,,,,,,,,,1.310978892,5.076328581,94.59509695,6.745669443,,2.239089258,9.109526,91.40228459,6.510101646,,,50569.79167,50658.51064,50334.375,0,259,1.2,,,,,,,0,278,1.8,0,6.91,3.37,0,24.6,9260,
9/1/2014,9/1/2014,0.010217585,,-0.042318875,,-0.025812011,,,0.694105,1.96,1.316,3.072570891,3.187734529,,,,,,,,,,,,,,,,,,,,,1.272670108,4.92309343,96.43914383,6.849447799,,2.610330046,10.59448867,93.64235503,6.637529744,,,50632.29167,50794.62366,50401.04167,0,256,1.2,,,,,,,0,275,1.4,0,7.13,3.39,0,23.6,8890,
9/2/2014,9/2/2014,0.014574247,,-0.042734167,,-0.031344108,,,0.678753,2.003,1.405,2.804727446,2.775503247,,,,,,,,,,,,,,,,,,,,,1.164797826,4.491604685,96.36959034,6.8395191,,2.307340611,9.382531222,93.34357836,6.623276037,,,50601.04167,50861.70213,50423.95833,0,257,2,,,,,,,0,274,2.4,0,6.87,3.32,0,25,8450,
9/3/2014,9/3/2014,0.006159938,-0.014916,-0.042589667,-0.015521064,-0.022784923,,0.636681,0.690494,2.133,1.517,2.536884001,2.936205969,,5.6,95,,33.33,22.31,0,5.6,1.14,1,,4.7,92,,33.05,21.97,-0.005,4.7,1.13,1,1.110924525,4.276111513,95.61337801,6.770033136,33.7605669,2.227186261,9.061913795,93.18519433,6.599749801,,,,50786.66667,50525,0,248,1.5,,,,,,,0,246,1.9,0,7.1,3.4,0,24.2,8820,0.43858275
9/4/2014,9/4/2014,,,-0.041953958,,-0.013917935,,0.699085,0.738974,2.343,1.672,2.269040556,2.344337609,,,,,,,,,,,,,,,,,,,,,0.963879309,3.687930362,92.40587637,6.535897882,33.61676371,1.9017869,7.694485587,95.98713281,6.777673711,35.40420628,,50804.34783,,,0,164,2.3,,,,,,,0,263,2,0,7.2,3.22,0,23.7,9090,
9/5/2014,9/5/2014,0.008133141,,-0.041956083,,-0.013161563,0.011817492,0.767504,0.819528,2.556,1.854,2.443603689,2.695260761,,,,,,,,,,,,,,,,,,,,,0.963214763,3.685272097,90.0659283,6.37082517,33.5723053,1.574967695,6.358995274,93.40260257,6.599498456,35.53445947,50862.10526,50777.08333,50779.16667,50596.875,0,221,1.6,,,,,,,0,235,1.8,0,6.58,3.52,0,24.8,9280,
9/6/2014,9/6/2014,0.001069936,,-0.042048417,,-0.011443681,0.010980427,0.813606,0.914443,2.771,1.99,2.779235171,3.444996049,,,,,,,,,,,,,,,,,,,,,1.005464457,3.854270819,87.72827504,6.234715734,33.57377946,1.500905957,6.062748215,90.51966773,6.407187765,35.5359234,50859.375,50752.08333,50843.95604,50667.70833,0,234,1.6,,,,,,,0,243,1.5,0,6.67,3.52,0,25.2,9060,
9/7/2014,9/7/2014,0.005235735,,-0.041757083,,-0.011172,0.0149552,0.851682,0.998032,2.916,2.069,3.283886066,4.866904081,,,,,,,,,,,,,,,,,,,,,1.052706056,4.043237511,86.3523536,6.173295209,33.5692031,1.511015946,6.103188097,89.06329025,6.322668578,35.54753955,50824.21053,50671.875,50872.72727,50710.41667,0,240,1.8,,,,,,,0,253,1.3,0,6.7,3.76,0,24.9,8730,
9/8/2014,9/8/2014,0.010273113,,-0.041008333,,-0.011758742,0.020171552,0.902283,1.051186,2.918,2.049,3.891414527,6.963473718,,,,,,,,,,,,,,,,,,,,,1.087283095,4.181545716,86.42569157,6.229643444,33.57922872,1.487856779,6.010551684,88.62449978,6.332621643,35.2920675,50809.375,50604.16667,50860.9375,50712.5,0,227,2.1,,,,,,,0,256,1.3,0,6.68,4.2,0,25.5,8460,
9/9/2014,9/9/2014,0.011657013,,-0.041015542,,-0.011890453,0.029367885,0.909275,1.053682,2.86,1.962,3.766557036,6.110987605,,,,,,,,,,,,,,,,,,,,,1.079105404,4.148834798,85.78751974,6.239573887,33.57951887,1.401307421,5.664353832,88.03441943,6.319257698,35.41718746,50788.54167,50537.5,50816.4557,50670.83333,0,228,1.3,,,,,,,0,241,1.4,0,6.62,3.72,0,26.1,8840,
9/10/2014,9/10/2014,0.00998942,,-0.041120208,,-0.011096307,0.022909281,0.917104,1.003349,2.724,1.803,3.641699545,5.829528549,,,,,,,,,,,,,,,,,,,,,1.001567828,3.838684376,84.2712185,6.113616719,33.54127173,1.343202628,5.431934798,87.43093345,6.29100184,35.5049764,50657.29167,50475,50690,50551.04167,0,236,1.2,,,,,,,0,261,1.2,0,6.29,3.86,0,34.9,8620,
9/11/2014,9/11/2014,0.009660489,,-0.043776292,,-0.012302793,0.013982779,0.892625,1.035732,2.601,1.776,3.516842054,5.574564318,,,,,,,,,,,,,,,,,,,,,0.947928591,3.624127591,83.05014427,5.995624564,33.48714588,1.326216232,5.363989516,87.20712304,6.269660812,35.46137529,50630.52632,50506.25,50700,50482.29167,0,238,1.1,,,,,,,0,263,1.3,0,6.12,4.02,0,35.3,8730,
9/12/2014,9/12/2014,0.00520962,,-0.045870125,,-0.018546568,0.013324587,0.878751,1.005428,2.588,1.778,3.391984564,4.890903873,,,,,,,,,,,,,,,,,,,,,0.959164105,3.669069537,82.56475803,5.957527918,33.4787592,1.380955228,5.58294537,87.47111851,6.279536635,35.3165851,50832.6087,50822.82609,50796.80851,50518.75,0,234,1.1,,,,,,,0,256,1.2,0,6.77,3.97,0,34.2,8660,
9/13/2014,9/13/2014,0.00504129,,-0.048026792,,-0.021378245,-0.013614156,0.819492,0.92788,2.532,1.726,3.267127073,4.666022965,,,,,,,,,,,,,,,,,,,,,0.959308935,3.669648731,83.22671071,5.986711559,33.4590725,1.407857598,5.690554891,87.75211165,6.310413411,35.16084248,50891.57895,,50777.65957,50501.04167,0,215,1.4,,,,,,,0,252,1.4,0,6.66,3.68,0,26.1,8610,
9/14/2014,9/14/2014,,,-0.04875925,,-0.017765723,,0.670216,0.842426,2.385,1.59,3.142269582,4.101002971,,,,,,,,,,,,,,,,,,,,,1.007560702,3.862655926,84.35975546,6.077945818,33.36776424,1.423869768,5.7546036,88.13445685,6.336735112,34.9891078,50925,,50805.26316,50548.95833,0,233,1.4,,,,,,,0,249,1.3,0,6.8,3.8,0,26.6,8580,
9/15/2014,9/15/2014,,,-0.05067775,,-0.019423574,,0.620528,0.751152,2.22,1.528,3.017412091,3.78612688,,,,,,,,,,,,,,,,,,,,,1.110274745,4.273512191,86.85965729,6.268982248,33.23908564,1.56155375,6.305339448,89.81002572,6.46829431,34.84205178,51066.31579,,50827.17391,50554.16667,0,215,1.5,,,,,,,0,248,1.5,0,6.6,3.88,0,25.2,8330,
9/16/2014,9/16/2014,,-0.021635,-0.0521105,-0.021618625,-0.016740269,,0.579239,0.667288,2.095,1.454,2.8925546,3.051774733,4.5,4.5,90,28.3,33.45,21.57,-0.00125,4.5,,,4.7,4.6,89,25.6,33.06,21.15,-0.00125,4.7,1.64,1,1.203186653,4.645159716,90.26774033,6.515514471,33.06619094,1.608197105,6.491913126,90.39508014,6.511412376,34.649955,51061.45833,,50820.21277,50593.75,0,232,1.3,,,,,,,0,247,1.4,0,6.4,4.17,0,19.4,8550,-0.0453487
9/17/2014,9/17/2014,,,-0.052544792,,-0.011896596,,0.624657,0.625483,2.016,1.404,2.76769711,2.823309891,,,,,,,,,,,,,,,,,,,,,1.199992489,4.632383053,91.72759115,6.602748419,32.99561897,1.575751242,6.362129432,90.52252891,6.520088932,34.50459011,51017.70833,,50862.76596,50673.95833,0,227,1.5,,,,,,,0,238,2.3,0,7.74,3.82,0,3.34,8170,
9/18/2014,9/18/2014,,,-0.053998458,,-0.015178833,,0.604276,0.621249,2.017,1.4,2.852363941,2.874502074,,,,,,,,,,,,,,,,,,,,,1.138029511,4.384531532,91.69501957,6.564549655,32.80850583,1.492341426,6.028490234,89.85894577,6.473247368,34.31683139,50941.05263,,50889.88764,50667.3913,0.25,167,1.5,,,,,,,0.3,159,2.2,0,7.52,4.05,0,1.96,8360,
9/19/2014,9/19/2014,,,-0.054893792,,-0.017431473,,0.644777,0.632763,2.06,1.433,2.972601697,2.949271133,,,,,,,,,,,,,,,,,,,,,1.096821638,4.219699628,90.36441702,6.456777454,32.78346314,1.506860087,6.086564902,90.14268781,6.478237398,34.17615876,50992.70833,,50946.80851,50661.45833,0,198,1.5,,,,,,,0,204,1.4,0,8.67,3.95,0,17.2,7820,
9/20/2014,9/20/2014,,,-0.055050625,,-0.024126753,,0.70319,0.652394,2.114,1.443,3.059728394,3.161631645,,,,,,,,,,,,,,,,,,,,,1.232143945,4.760989132,90.58568529,6.456059934,32.81887515,1.545203742,6.239939581,89.81591857,6.440529719,34.08534307,50980.20833,,50989.13043,50616.66667,0,199,1.6,,,,,,,0,207,1.6,0,8.93,4.07,0,27.3,7640,
9/21/2014,9/21/2014,,,-0.05486925,,-0.032045699,,0.726389,0.684757,2.142,1.41,3.04344338,3.452047041,,,,,,,,,,,,,,,,,,,,,1.169566537,4.510679337,90.03058303,6.4280877,32.80067015,1.390083511,5.619458394,88.46736676,6.339276737,33.88935371,,,51031.57895,50584.375,0,161,1.9,,,,,,,0,183,1.4,0,6.99,4.27,0,27.4,7600,
9/22/2014,9/22/2014,,,-0.054106167,,-0.03752974,,0.736953,0.706112,2.093,1.42,3.174090684,3.645622599,,,,,,,,,,,,,,,,,,,,,1.082055839,4.160636452,88.95419152,6.357101498,32.85114862,1.302373958,5.268620167,88.3368063,6.338982347,33.53482773,,,51038.94737,50517.70833,0,198,1.6,,,,,,,0.2,225,1.5,0,7.88,4.62,0,27.8,7880,
9/23/2014,9/23/2014,,,-0.053176958,,-0.033010453,,0.725414,0.715031,2.082,1.32,3.222448194,3.767910829,,,,,,,,,,,,,,,,,,,,,1.148749505,4.427411301,89.12446231,6.380176112,32.95346155,1.307737828,5.290075688,88.1826548,6.332392016,33.37864869,,,51067.36842,50527.08333,0,214,1.5,,,,,,,0,236,1.6,0,9.3,4.29,0,25.7,7620,
9/24/2014,9/24/2014,,,-0.052084292,,-0.039410023,,0.756747,0.754654,2.095,1.35,3.317021619,3.95843683,,,,,,,,,,,,,,,,,,,,,1.29605106,5.01661747,89.61216834,6.378700888,33.2656875,1.360050352,5.499326,87.00254987,6.214651615,33.93532969,,,51047.19101,50576.66667,0,212,1.6,,,,,,,0,212,2.2,0,8.02,4.46,0,24.8,7480,
9/25/2014,9/25/2014,0.002678016,,-0.051131375,,-0.030536417,0.000743115,0.754539,0.79186,2.182,1.371,3.96908331,5.619073215,,,,,,,,,,,,,,,,,,,,,1.409602011,5.470821389,90.34887085,6.433510757,33.50460657,1.435858366,5.80255786,86.55128386,6.176116948,34.25890022,50837.63441,50792.70833,51089.3617,50655.20833,16.26,183,1.4,,,,,,,8.4,204,1.5,10.4,48.7,53.3,4.42,38.9,7700,
9/26/2014,9/26/2014,0.016362269,,-0.049152417,,-0.031292882,0.003055215,0.740938,0.817597,2.263,1.515,3.749782572,5.223093377,,,,,,,,,,,,,,,,,,,,,1.461249667,5.677411865,89.72842772,6.426718195,33.43248683,1.473228739,5.952039533,86.27171944,6.162289655,34.30459434,50770.65217,50766.66667,51080,50631.25,0,207,1.5,,,,,,,0.1,211,1.5,0,13.6,20,0,47.6,7560,
9/27/2014,9/27/2014,0.013372729,,-0.046541167,,-0.033634,0.000356118,0.724641,0.823819,2.236,1.564,4.116213958,5.857506858,,,,,,,,,,,,,,,,,,,,,1.7140675,6.688682979,91.05793404,6.572826977,33.41725993,1.546107726,6.243555379,87.93277076,6.310704331,34.25867237,50818.27957,50801.04167,50995.83333,50592.70833,0,200,1.6,,,,,,,0,228,1.5,0,7.64,4.89,0,31.4,7780,
9/28/2014,9/28/2014,0.007914032,,-0.044962083,,-0.021684526,-2.54E-05,0.686217,0.823263,2.323,1.616,3.779116501,4.987763775,,,,,,,,,,,,,,,,,,,,,1.577726945,6.143321033,90.70988468,6.578806694,33.42994595,1.483236872,5.99207183,87.52875109,6.305988564,33.90733493,50769.14894,50758.33333,50942.10526,50614.58333,0,165,1.4,,,,,,,0,165,1.9,0,7.18,3.72,0,27.9,7740,
9/29/2014,9/29/2014,0.01268149,,-0.0427925,,-0.026325542,-0.002738688,0.63283,0.788781,2.226,1.559,3.45078699,4.236721856,,,,,,,,,,,,,,,,,,,,,1.388506462,5.386439301,90.13037435,6.5565965,33.42583178,1.386394806,5.604703516,86.88224406,6.304483522,33.2748348,50702.15054,50742.70833,50986.17021,50603.125,0,166,1.4,,,,,,,0,193,1.4,0,6.32,3.54,0,26.9,7210,
9/30/2014,9/30/2014,0.031826733,,-0.04185325,,-0.023572385,0.010315161,0.603613,0.744871,2.158,1.543,3.182277566,3.608147872,,,,,,,,,,,,,,,,,,,,,1.380823833,5.3557085,91.08850654,6.653863733,33.43147768,1.51908634,6.135469617,89.17049126,6.481091175,33.23098255,50752.08333,50670.03957,50935.86957,50613.54167,0,188,1.1,,,,,,,0,208,1.3,0,5.62,3.36,0,26.1,7370,
